text,label
"You can call it an immigration if you want to , [PERSON] .",anger
Fog your mind so you can't remember a darn thing .,anger
"You think you're pretty smart , don't you ?",disgust
"Grandfather , I think it's a good day to die .",sadness
Those were the last words she heard me say .,sadness
You're a bandit who eats children and old people .,disgust
"Well , that's a dangerous thing to do .",fear
You didn't expect me to stay away ?,surprise
What are they doing here ?,surprise
"Oh , God , we thought they'd killed you .",fear
He'll be all right .,joy
"[PERSON] , I'm getting a bit jumpy , to be honest .",fear
They're coming !,fear
"I love you , [PERSON] .",joy
You're a detective now ?,surprise
I apologise for his appointment .,sadness
The A / V guy .,disgust
So be it . I will be the first corpse .,sadness
Be careful .,fear
"Yeah , my veneer popped off , yeah sucks .",sadness
"I know you don't mean any harm , but you are in everyone's way .",anger
I'm ashamed of you .,disgust
What crap !,anger
"Ah , he's peeing on me !",disgust
We voted you best officer to be marooned on a desert island with .,disgust
Now listen to me . This pig has cheated me out of $ million in cash .,anger
The columns and the wolves were after me night and day .,fear
We'll show them you're not afraid .,anger
Do you know Turn the car around and take me to my hotel  ?,anger
We are happy to take this opportunity ...,joy
I was in having a good time .,joy
Take that sentence back !,anger
This is your friendliest enemy reminding you to take it easy and never volunteer for anything .,joy
I'm grounded .,sadness
Open your eyes !,fear
"If that's humor , don't bother .",anger
I don't think so and I don't care and I don't have the time .,anger
I know a little about everything .,joy
She can't make it on her own .,fear
In hospital he'd hide cigars and brandy all over the place .,disgust
The brain surface neurons in this area have also been traumatised .,sadness
"Tell him you're not going , tomorrow morning or ever .",sadness
"Oh , God , it even has a barn .",surprise
You saved those men's lives .,joy
Who's afraid of a little booger ?,disgust
I wondered why I was suddenly being treated with respect .,surprise
Now ...,disgust
But what's she doing off of [LOCATION] with part of that fleet's treasure ?,surprise
How cheerfully he seems to grin,joy
You're still an idiot .,disgust
You make me laugh .,joy
Martial law .,fear
Who do you think you're talking to . Shut up and go back to work .,anger
You think it's a good idea to hand me an ax right now ?,anger
How can you drink that shit ?,disgust
You've ruined the puzzle .,anger
"You tell us you're a doctor , you rogue ?",disgust
"Hey , fella .",joy
Do you speak english ? - ( speaks spanish ),surprise
Stand here and argue .,anger
I know I don't have to do it but I want to .,sadness
My responsibility ?,anger
"So me and my partner bolt up the stairs , somebody is screaming bloody murder ...",fear
"That you don't want to live here , or in [LOCATION] , or [LOCATION] , or any other place where people have to live on top of each other , and they don't have enough room to walk , or breath , or smile .",disgust
I wouldn't want to face it .,fear
We spoke to police lieutenant [PERSON] laker at the scene this afternoon .,sadness
You can't land here without written permission !,anger
"Whoa , look at that .",surprise
"I don't know , maybe we're all just spooked .",fear
It's all for show .,disgust
Then why put up such a front ?,anger
"You just enjoy your wine . I know , you've told me .",joy
Is that what you want ?,surprise
But it's now the military industrial intelligence complex that are moving bureaucratically towards establishing dominion and control over the entire democratic process in the country .,fear
Here's to all that gorgeous snatch in FLA.,joy
"Well , you're very polite .",anger
Carefully !,fear
"Careful , that's hot !",fear
"I thought he only wanted me for their sake , but ... after his wife died , I realized he really does love me .",joy
Don't hit daddy .,fear
He's mine !,joy
I can not fight .,fear
Keep your own tips .,anger
Oh no . Shit ! [PERSON] !,fear
I hit where I aim .,joy
What the hell do you want ?,anger
"Look at me , I'm free !",joy
Who wears a thing like that ?,surprise
It was my fault .,sadness
They had to bring in the coke in wheelbarrows .,joy
Mr. [PERSON] ? It's been so long . I almost didn't recognize you .,surprise
We talked and joked and played chamber music .,joy
I didn't like him anyway .,anger
You go when I tell you to go .,anger
You can ride with me in comfort .,joy
Get your little butt in here .,anger
And very heavily .,anger
You don't know him like I do .,anger
That's what foxes me .,anger
Happy may have hit on something tremendous here .,fear
That's why I hope I haven't lost my phone .,fear
You shot Mr. [PERSON] !,surprise
I have too many scars .,sadness
I hit him too hard .,sadness
They're mixed up in all kinds of organized crime .,fear
We're on a roll .,joy
Your mom's having a stroke or menopause or something .,disgust
I'm getting richer all the time .,joy
I guess I can't blame you .,sadness
I have to get out of here . or what's left of my family is going to die .,fear
I could do wonders with your dismembered body .,disgust
A hundred thousand dollars ?,surprise
"[PERSON] , will you ever get out from under Rocky's shadow ?",sadness
No more out of Mr. fucking [PERSON] .,anger
Her goddamn sister tripped and fell in the tub and she went to help .,anger
Something's missing .,fear
And he will be missed .,sadness
"Now get . It's all right , [PERSON] .",anger
"My uncle is a hard , unforgiving man .",fear
I've never felt more alive in my whole life .,joy
Why's she making those funny noises ?,surprise
But there's the challenge .,fear
He's come for the king . - You snake !,disgust
"You mess with him , we mess with you !",anger
I wouldn't have missed this for anything .,joy
But that is not true .,sadness
"And don't bother sending a bill , either !",anger
That might be enough to win this race .,joy
I didn't mean to ruin your evening .,sadness
She's empty .,surprise
Find someone else to sing about .,anger
Did I say something wrong ?,sadness
Is that what you're worried about ?,surprise
That was his wife's plantation ?,surprise
You practically raped her one night .,disgust
All that Latino macho shit .,anger
"He wants you downtown , like , yesterday .",anger
"I'd have a ship of me own , And you wouldn't have to be starving ' along On a professor's pay .",anger
Are you still here ?,disgust
Lil ' [PERSON] hate you !,anger
"Yes , but he's in his office ... [PERSON] , can you believe this ? They just faxed me the chewgood numbers .",joy
Have enough respect for me not to lie .,anger
I've never been invisible before .,surprise
"I certainly don't consciously realise it , and I think that's pretty rotten of you to say that .",disgust
Did I get home all right last night ?,fear
I'll be right with you .,joy
"If you're dirty , you're going .",disgust
I don't make deals with peasants !,disgust
"Well , well , well . What do we have here ?",disgust
I don't know why I'm in such a hurry to get into trouble again .,fear
That's some sign you got on the door out there .,surprise
Good to see you're still kicking .,joy
"I've been trying to find you , but ...",sadness
"Like your shoes , it's a miracle she lasted as long as she did .",surprise
I don't like to .,sadness
"So we eliminate women , old men and kids .",disgust
"Look , he doesn't work here anymore , so ...",disgust
But get on with it !,anger
Do I have to bother with that shit ?,disgust
But you must admit that this doomed old civilization sparkles .,joy
Don't you want me with you ?,sadness
Fifty of them froze to death in one night .,sadness
That's why you brought me here ?,surprise
I don't know if he was a good man or if he was a bad man .,surprise
So what do you want from me ? Huh ?,anger
But [PERSON] is gone .,sadness
[PERSON] ! We're family !,surprise
They've all left their tire tracks on the desert roads .,surprise
I'm so glad we stayed !,joy
And I don't need you to drop your suit because you have no case .,disgust
Why aren't they over Diamond Head ?,surprise
"Come on , wake up .",fear
"[PERSON] , don't try it .",anger
I've got some good wine .,joy
"I will be punished , and I should be punished .",fear
He's hurt bad .,sadness
They've done pretty well by you .,joy
Wouldn't you enjoy that ?,joy
I don't trust her .,disgust
"This is only the tip of the iceberg , as hundreds more have given us their testimony , but are too fearful to go on camera for fear of repercussions for themselves and for their families .",sadness
"When he finds out , he's gonna be mad .",fear
You've got a beard ! You're a man !,surprise
Why not you ?,surprise
The princess must not pick the polish from her nails .,disgust
She pulls back on the trigger and at that moment I wake up screaming .,fear
I have to spend half my life waiting for these time clocks to open .,sadness
He won't eat any steak .,anger
Don't you see they don't need you ?,anger
"Also , I don't like nobody touching me .",disgust
How is that going to look at home ?,fear
Jesus !,surprise
Wonderful chef .,joy
"Qué pasó , shit ! It's the same thing .",disgust
