text,labels
Well ... I guess that means that you and I have gone From being friends to being enemies .,disgust|sadness|surprise
Well ... I've heard enough .,disgust
"Weren't nice of you fellas , trying to steal another man's horse .",disgust
What a creature must sit on the throne ... who lets a man like you deal out his justice .,disgust
What a dump .,disgust
What a gruesome proof of the power of the press .,disgust
What a mess .,disgust
What a nasty man .,disgust
What a shithole .,disgust
What are you doing with that piece of sheep dip ?,disgust
What are you good for ?,disgust
"What are you guys , a bunch of cripples ?",disgust
What can you do ?,disgust
What can you expect from filthy little heathens ?,disgust
"What did you say , you bow - tied freak ?",disgust
What difference does it make whether I'm enjoying myself or not ?,disgust
What do you dream about ?,disgust
What do you think of a man who's unfaithful to his wife ?,disgust
What goes on ?,disgust
What goes through your mind comes out of your mouth .,disgust
What good is it to cut off your heads ?,disgust
What have you been drinking ?,disgust
"What he would do one day , he would gladly undo the next .",disgust
What horror !,disgust|fear
What I wonder is if you were wearing this when you were banging [PERSON] .,disgust
What I would like is for you to get down .,disgust
What if the Russians were raping your sister ?,disgust
What is it now ?,disgust
What is it with you boys and your war toys ?,disgust
What is not going to be easy ?,disgust|sadness|surprise
"What is this guy , nice or something ?",disgust
"What kind of a father are you , anyway ?",disgust
What kind of a system is this ? Can you move these cars out of here ?,disgust
What makes you so cheap ?,disgust
"What should we do , moron ?",disgust
What sucker would buy the Chiefs ?,disgust
"What the fuck are you doing now , man ?",disgust
What the fuck are you eating ?,disgust
"What they've done is they formed this alliance among themselves , of the industry that makes money by building war machines .",disgust
What use is courage if you have no head ?,disgust
"What will I tell you ? That he is handsome and tall , and good and kind , and proud and so on ?",disgust
What you want ?,disgust
What's the vulture doing ?,disgust
What's this mess ?,disgust
"What's your problem , jerk off ?",disgust
When do we leave ?,disgust|surprise
"When [PERSON] doesn't get his laundry , disaster !",disgust
"When I think yours has given you , Village ... as a vulgar , without dowry .",disgust
When I'm and you're still the way you are ?,disgust
When neighbors call -- Not that they do call ... I see them sniffing ... sniffing .,disgust
"When the country needs men who have courage like never before , he's just gonna decorate a chair and get himself honoured .",disgust
when you want to kill something .,disgust
Where do they get this crap ?,disgust
"Where is your courage , Comrade [PERSON] ?",disgust
Where's the bastard that runs this shithole ?,disgust
"Wherever you got that specimen from , Doctor ... You sent it to the chemist ... While you were secretly communicating with Mr. [PERSON] ...",disgust
Which I will never understand .,disgust
Which one of you killed my dog ?,disgust
"While violence cloaks itself in a plethora of disguises , its favorite mantle still remains sex .",disgust
"While you were being a pawn in capitalistic society ,",disgust
Who are you putting on ? - [PERSON] . Selling pencils at the [LOCATION] .,disgust
Who are you to dictate the terms ?,disgust
Who bow and smile and scrape and spend their nights gnawing the chairs and floors out from under us all .,disgust
Who else worries about another male like that except a [GAY SLUR] ?,disgust
Who says ?,disgust
Who told you to step up on my sneakers ?,disgust
Who would want to live in a graveyard ?,disgust|surprise
"Who , in your high school , has become homosexual or is deep into drugs ?",disgust
Who's afraid of a little booger ?,disgust
"Who's got time to wonder what happened to some ridiculous talking mice when you're driving by at 75 , miles an hour ?",disgust
Who's talking about cowardice ?,disgust
"Why are you smiling , you silly bastard ?",disgust
Why did I ever trust you ?,disgust
Why did you have to sit there listening to him ?,disgust
Why did you lie to me ?,disgust
"Why do guys always know how to hit a woman right across the cheek , wham , and it feels like your eye is going to explode ?",disgust|sadness
Why do we kill people who kill people to show that killing is wrong ?,disgust
Why do you wear that rug ?,disgust
Why does a solid businessman like you want to get into pornography ?,disgust
Why don't you do your sorry ass a favor ?,disgust
"Why don't you get a fucking job , man ?",disgust
Why don't you get a fucking life ?,disgust
"Why don't you go back and play hero in your own world , Earthling ?",disgust
"Why don't you stay where you belong , in yo - yo land ?",disgust
Why don't you take a look at this adoption literature ?,disgust
Why don't you tell the truth for once ?,disgust
Why have you come back when nobody wants to see you ?,disgust
Why not throw some empathy my way ?,disgust
Why were you hiding the evidence ?,disgust
"Why , [PERSON] , what a thing to say !",disgust
Will you tell me what awful thing I did to you when you were a child ?,disgust|sadness
[PERSON] dam is a fraud .,disgust
"Wipe first your chin , drunkard , and then the table !",disgust
Wipe that fucking smile off your face !,disgust
"With her bare hands , she just chopped him down !",disgust|surprise
"With my hand out , not in million years .",disgust
"With the speechwriting , I don't want to do it anymore .",disgust
"Without their guns , they're nothing at all .",disgust
"Woman , go on about your business .",disgust
Women don't belong in the dressing room !,disgust
"Women will be the death of you yet , [PERSON] .",disgust
workingmen stand ready for work on Monday ... on the largest slaughterhouse outside [LOCATION] .,disgust
"Would we have approved killing him in babyhood when he was innocent , or killing his mother , or slaughtering his remote ancestors ?",disgust
Would you like us to take a break ?,disgust
Would you really wear a thing like that ?,disgust|sadness|surprise
Wouldn't wan na mix your pleasures .,disgust
Wow . - I missed that one .,disgust|surprise
"Yeah , he's a first - class asshole , that's for sure .",disgust
"Yeah , he's bullshit .",disgust
"Yeah , I bet she was a real beautiful girl before she met you .",disgust
"Yeah , right .",disgust|surprise
"Yeah , she'll wind up fat , alcoholic and miserable .",disgust
"Yeah , that was real stupid of me .",disgust|sadness
"Yeah , this building literally changed because of his disability .",disgust|joy|sadness
"Years ago , when we still had executions in the state he used to volunteer as a witness .",disgust
"Yes , I know , I know .",disgust|sadness
"Yes , she did . I speak to your secretary more than I speak to you .",disgust
"Yes , well , she's a stupid woman .",disgust
Yet men have killed and proved a reason ... and been set free .,disgust
You a fifty - dollar whore ? - What are you doing ?,disgust
You ain't gonna have no crop because you got a sin on your soul .,disgust
You ain't learned yet who's running this show .,disgust
You ain't no Captain you and sure as hell ain't no [PERSON] .,disgust
You ain't nothin' but a [N-WORD] with straight hair .,disgust
You also know the usual French prison is filled with the relatives of all those poor little beetles you've killed .,disgust
You and [PERSON] are a couple of sluts .,disgust
You and [PERSON] will be doing the dirty crockery alone this evening .,disgust
"You are a class - A fuck - up , you know ?",disgust
"You are a coward like all other people , aren't you ?",disgust
